Route ID,Departure City,Arrival City,Departure Time,Arrival Time,Train Type,Days of Operation,First Class ticket rate (in euro),Second Class ticket rate (in euro)
R01750,Mulhouse,Metz,19:40,22:21,RJX,"Tue,Thu",114,73
R01752,Mulhouse,Nancy,12:15,16:56,RegioExpress,Fri-Sun,82,59
R01753,Mulhouse,Nancy,07:20,10:26,RJX,"Mon,Wed,Fri",84,57
R01755,Mulhouse,Paris,21:55,08:02 (+1d),Nightjet,Sat-Sun,344,192
R01756,Mulhouse,Paris,10:55,13:21,RE,"Tue,Thu",41,32
R01760,Munich,Augsburg,16:20,19:07,RegioExpress,"Tue,Thu",48,35
R01762,Munich,Linz,14:10,16:54,AVE,"Mon,Wed,Fri",94,67
R01765,Munich,Nuremberg,11:55,13:35,TER,"Mon,Wed,Fri",29,22
R01768,Munich,Salzburg,08:50,12:21,IC,Fri-Sun,110,73
R01771,Munich,Vienna,17:15,21:48,Frecciarossa,Sat-Sun,158,113
R01773,Munich,Zurich,14:35,21:12,TER,Daily,74,61
R01776,Murcia,Alicante,09:20,11:34,IC,"Tue,Thu",50,34
R01777,Murcia,Alicante,08:10,11:34,RegioExpress,Mon-Fri,56,42
R01781,Murcia,Cartagena,18:30,03:11 (+1d),Nightjet,"Tue,Thu",333,180
R01784,Murcia,Valencia,12:20,14:23,TGV,Mon-Fri,85,53
R01787,Málaga,Almería,18:05,04:41 (+1d),Nightjet,"Mon,Wed,Fri",362,224
R01790,Málaga,Córdoba,06:40,09:36,AVE,Fri-Sun,74,54
R01793,Málaga,Granada,05:40,09:44,RE,Fri-Sun,59,48
R01795,Málaga,Seville,08:20,11:11,Intercités,Sat-Sun,60,46
R01798,Nancy,Besançon,16:05,18:14,AVE,Fri-Sun,93,63
R01801,Nancy,Metz,17:25,19:58,EuroCity,Daily,66,45
R01802,Nancy,Metz,15:25,18:09,ICE,Daily,80,48
R01810,Nantes,Angers,15:35,17:40,AVE,Fri-Sun,92,62
R01818,Nantes,Le Mans,18:45,20:33,AVE,"Mon,Wed,Fri",56,41
R01819,Nantes,Le Mans,15:35,17:18,InterCity,Mon-Fri,52,36
R01820,Nantes,Rennes,07:05,09:26,RegioExpress,Daily,28,21
R01821,Nantes,Rennes,18:20,21:22,TGV,Daily,82,57
R01823,Naples,Bari,17:40,19:59,TER,Sat-Sun,27,21
R01826,Naples,L'Aquila,16:45,20:11,Italo,Daily,110,73
R01828,Naples,Rome,09:20,12:23,TER,Fri-Sun,42,31
R01829,Naples,Rome,18:15,21:18,InterCity,Mon-Fri,82,61
R01830,Naples,Salerno,15:25,18:31,Thalys,Sat-Sun,107,68
R01831,Naples,Salerno,14:40,16:32,InterCity,Daily,56,37
R01833,Naples,Terni,13:00,15:43,Italo,"Mon,Wed,Fri",124,89
R01834,Naples,Terni,05:55,08:12,IC,Mon-Fri,56,43
R01836,Narbonne,Montpellier,18:50,23:48,TER,Mon-Fri,73,58
R01837,Narbonne,Montpellier,10:30,13:19,EuroCity,"Mon,Wed,Fri",46,36
R01840,Narbonne,Perpignan,15:45,19:14,Eurostar,"Mon,Wed,Fri",120,71
R01842,Newcastle,Edinburgh,14:05,18:37,RegioExpress,Mon-Fri,73,59
R01846,Newcastle,Sheffield,14:55,18:06,RegioExpress,"Mon,Wed,Fri",54,45
R01848,Newcastle,York,09:50,12:33,Frecciarossa,Daily,101,70
R01849,Newcastle,York,18:45,21:26,RE,Daily,47,37
R01853,Nice,Marseille,11:35,13:35,ICE,Daily,76,48
R01856,Niš,Belgrade,19:25,21:02,Intercités,Fri-Sun,56,38
R01858,Niš,Novi Sad,17:40,19:38,TGV,Fri-Sun,71,51
R01870,Norrköping,Linköping,09:50,11:36,EuroCity,"Mon,Wed,Fri",48,31
R01871,Norrköping,Linköping,12:55,17:05,RegioExpress,"Mon,Wed,Fri",58,45
R01874,Norrköping,Oslo,12:00,15:01,Intercités,Fri-Sun,55,37
R01876,Norrköping,Västerås,12:50,14:44,Railjet,Daily,62,43
R01877,Norrköping,Västerås,14:40,17:04,AVE,Sat-Sun,70,47
R01881,Nottingham,Derby,05:35,07:49,AVE,"Mon,Wed,Fri",68,46
R01886,Nottingham,Leicester,17:25,19:18,Intercités,Mon-Fri,34,26
R01889,Nottingham,Plymouth,17:50,21:12,Italo,Mon-Fri,129,81
R01890,Nottingham,Plymouth,13:05,15:31,AVE,"Mon,Wed,Fri",100,59
R01891,Novi Sad,Belgrade,09:40,13:12,InterCity,"Mon,Wed,Fri",84,60
R01892,Novi Sad,Belgrade,15:55,19:28,RE,"Tue,Thu",51,39
R01894,Novi Sad,Mostar,14:45,17:58,Intercités,Daily,82,58
R01901,Novi Sad,Sofia,10:25,11:26,Intercités,Fri-Sun,37,29
R01905,Nuremberg,Augsburg,07:25,10:12,AVE,"Tue,Thu",72,52
R01908,Nuremberg,Munich,12:40,14:08,Italo,Daily,50,30
R01910,Nuremberg,Regensburg,13:20,15:41,RE,Fri-Sun,34,26
R01911,Nuremberg,Regensburg,10:05,13:14,EuroCity,"Tue,Thu",104,66
R01915,Nuremberg,Stuttgart,13:45,17:29,Eurostar,"Mon,Wed,Fri",122,87
R01918,Nîmes,Avignon,19:45,21:01,ICE,"Tue,Thu",51,32
R01919,Nîmes,Avignon,09:50,13:00,Frecciarossa,Mon-Fri,111,72
R01922,Nîmes,Montpellier,14:35,16:18,Railjet,"Mon,Wed,Fri",60,43
R01926,Odense,Aalborg,10:25,12:59,TER,Fri-Sun,36,29
R01927,Odense,Aalborg,19:15,05:36 (+1d),Nightjet,Daily,309,170
R01933,Oslo,Drammen,12:20,15:49,IC,Sat-Sun,70,52
R01934,Oslo,Drammen,15:40,19:47,Intercités,Sat-Sun,79,50
R01936,Oslo,Gothenburg,08:25,18:19,RE,"Mon,Wed,Fri",97,80
R01937,Oslo,Linköping,18:45,22:06,ICE,"Mon,Wed,Fri",97,62
R01938,Oslo,Linköping,19:10,21:40,Thalys,"Tue,Thu",72,53
R01939,Oslo,Norrköping,13:50,15:29,Eurostar,Fri-Sun,59,39
R01940,Oslo,Norrköping,21:10,08:50 (+1d),Nightjet,"Mon,Wed,Fri",382,213
R01942,Oslo,Trondheim,12:20,14:24,Eurostar,"Tue,Thu",60,40
R01944,Ostrava,Bratislava,12:40,17:25,TER,"Mon,Wed,Fri",81,65
R01946,Ostrava,Brno,15:10,17:40,Intercités,Daily,92,58
R01951,Ostrava,Košice,11:00,13:28,Intercités,Daily,55,37
R01953,Ostrava,České Budějovice,13:25,15:42,Railjet,"Mon,Wed,Fri",67,46
R01954,Ostrava,České Budějovice,16:15,21:49,RE,"Tue,Thu",106,78
R01956,Oulu,Tampere,17:40,20:03,Intercités,Sat-Sun,40,29
R01957,Oulu,Tampere,13:20,15:09,AVE,"Mon,Wed,Fri",53,39
R01959,Oulu,Turku,16:10,18:01,ICE,"Tue,Thu",55,38
R01960,Oulu,Turku,10:45,16:18,TER,Sat-Sun,83,63
R01965,Oviedo,Bilbao,10:20,13:01,Intercités,"Mon,Wed,Fri",63,48
R01966,Oviedo,Bilbao,16:00,17:35,Railjet,Sat-Sun,32,22
R01975,Oxford,Cambridge,15:50,18:34,RegioExpress,Fri-Sun,41,34
R01976,Oxford,Cambridge,10:10,13:11,Railjet,Mon-Fri,99,68
R01978,Oxford,Derby,15:45,18:40,EuroCity,Fri-Sun,82,54
R01979,Oxford,Derby,12:55,15:47,Intercités,Mon-Fri,51,33
R01982,Oxford,Portsmouth,14:15,17:48,InterCity,Daily,77,52
R01983,Oxford,Portsmouth,17:45,20:43,AVE,Fri-Sun,101,70
R01984,Oxford,Southampton,07:00,09:32,InterCity,Sat-Sun,74,54
R01985,Oxford,Southampton,19:45,03:58 (+1d),Nightjet,Daily,278,144
R01989,Padua,Trento,09:10,11:27,ICE,Daily,73,51
R01991,Padua,Venice,09:15,12:17,Railjet,"Mon,Wed,Fri",87,60
R01992,Padua,Venice,10:00,12:01,RJX,Mon-Fri,75,52
R01994,Padua,Verona,19:15,07:59 (+1d),Nightjet,Daily,428,256
R01996,Padua,Vicenza,12:15,14:42,EuroCity,Daily,64,42
R01997,Padua,Vicenza,16:25,17:54,ICE,Sat-Sun,49,33
R02001,Palermo,Catania,12:20,14:42,TGV,Fri-Sun,83,62
R02005,Palermo,Messina,15:55,17:30,RegioExpress,Sat-Sun,23,18
R02010,Pamplona,Burgos,07:20,08:20,RJX,"Tue,Thu",56,36
R02013,Pamplona,Logroño,09:15,11:53,RE,Daily,39,29
R02014,Pamplona,Logroño,15:10,19:02,IC,Fri-Sun,75,51
R02016,Pamplona,San Sebastián,14:20,17:16,EuroCity,Fri-Sun,75,49
R02019,Pamplona,Zaragoza,10:25,12:50,Italo,Sat-Sun,101,64
R02022,Paris,Amsterdam,11:20,15:05,Frecciarossa,Daily,127,81
R02023,Paris,Amsterdam,19:50,22:01,Railjet,Sat-Sun,58,42
R02024,Paris,Ashford,06:05,08:41,Eurostar,Daily,90,60
R02025,Paris,Ashford,14:35,17:29,InterCity,"Tue,Thu",50,33
R02027,Paris,Besançon,16:50,19:06,Railjet,"Tue,Thu",90,64
R02031,Paris,Bordeaux,17:00,18:47,RJX,Fri-Sun,54,38
R02035,Paris,Brussels,09:15,11:25,TGV,Mon-Fri,66,40
R02039,Paris,London,12:15,20:08,InterCity,"Tue,Thu",145,111
R02044,Paris,Madrid,14:30,19:53,InterCity,Mon-Fri,104,67
R02045,Paris,Madrid,12:15,17:33,EuroCity,Daily,137,102
R02047,Paris,Marseille,11:20,15:41,TER,"Tue,Thu",56,46
R02049,Paris,Mulhouse,17:20,20:49,EuroCity,Fri-Sun,101,65
R02050,Paris,Mulhouse,07:10,09:58,IC,"Tue,Thu",76,52
R02051,Paris,Rouen,07:00,09:55,TER,Sat-Sun,38,28
R02052,Paris,Rouen,12:20,14:16,RJX,"Tue,Thu",61,42
R02058,Paris,Versailles,05:30,07:34,Frecciarossa,"Mon,Wed,Fri",63,43
R02059,Paris,Versailles,18:05,21:03,AVE,"Mon,Wed,Fri",70,48
R02062,Parma,Bologna,08:10,12:33,RegioExpress,Sat-Sun,86,64
R02063,Parma,Bologna,17:05,19:11,IC,"Tue,Thu",44,34
R02067,Parma,Modena,17:55,22:19,Intercités,Daily,84,54
R02069,Parma,Piacenza,13:50,15:53,Railjet,Sat-Sun,73,53
R02072,Parma,Reggio Emilia,12:30,15:21,Thalys,Mon-Fri,77,50
R02073,Perpignan,Barcelona,18:25,20:06,RJX,"Mon,Wed,Fri",53,38
R02074,Perpignan,Barcelona,10:05,13:57,Intercités,Sat-Sun,94,72
R02083,Perugia,Arezzo,06:40,09:32,ICE,"Mon,Wed,Fri",85,54
R02084,Perugia,Florence,13:05,16:34,Intercités,Mon-Fri,83,64
R02085,Perugia,Florence,16:45,20:43,IC,Daily,85,63
R02087,Perugia,Rimini,19:45,22:16,TGV,"Tue,Thu",70,47
R02088,Perugia,Rimini,15:00,17:31,ICE,Daily,81,48
R02089,Piacenza,Genoa,18:15,02:13 (+1d),Nightjet,Sat-Sun,243,145
R02090,Piacenza,Genoa,11:35,14:20,Italo,Daily,106,70
R02100,Pisa,Florence,14:40,16:04,Frecciarossa,Daily,44,32
R02104,Pisa,La Spezia,07:25,09:09,IC,"Tue,Thu",44,28
R02105,Pisa,La Spezia,15:00,18:26,RegioExpress,"Tue,Thu",56,44
R02107,Pisa,Livorno,18:35,23:45,RE,Fri-Sun,85,63
R02108,Pisa,Livorno,15:30,18:49,RJX,"Tue,Thu",123,77
R02110,Plovdiv,Burgas,20:25,05:01 (+1d),Nightjet,Mon-Fri,251,160
R02113,Plovdiv,Niš,16:40,18:56,RJX,Daily,110,73
R02114,Plovdiv,Niš,16:10,18:11,TGV,"Tue,Thu",54,35
R02117,Plovdiv,Sofia,09:45,11:49,RJX,Fri-Sun,55,38
R02120,Plovdiv,Varna,19:00,21:55,Thalys,Fri-Sun,102,65
R02121,Plovdiv,Varna,11:00,13:45,Railjet,Daily,107,70
R02123,Plymouth,Exeter,12:40,15:17,Railjet,Daily,95,61
R02126,Plymouth,Leicester,10:25,12:02,Italo,Daily,44,27
R02128,Plymouth,Nottingham,08:40,12:25,TER,Daily,71,55
R02130,Plymouth,Swansea,06:40,09:18,IC,"Tue,Thu",58,41
R02136,Plzeň,Prague,12:00,17:40,TER,Mon-Fri,93,74
R02141,Poitiers,Bordeaux,20:00,07:46 (+1d),Nightjet,"Mon,Wed,Fri",335,182
R02145,Poitiers,La Rochelle,19:50,23:31,RE,"Mon,Wed,Fri",61,47
R02146,Poitiers,La Rochelle,15:30,19:10,Railjet,Sat-Sun,88,58
R02148,Poitiers,Le Mans,15:50,18:00,Eurostar,Fri-Sun,75,51
R02149,Poitiers,Le Mans,13:45,16:36,RegioExpress,Fri-Sun,47,36
R02153,Porto,Lisbon,07:35,11:43,TER,"Tue,Thu",61,48
R02154,Porto,Lisbon,07:45,10:06,Intercités,"Tue,Thu",63,41
R02156,Porto,Santiago de Compostela,18:25,04:48 (+1d),Nightjet,"Tue,Thu",327,187
R02158,Porto,Vigo,06:40,08:56,RJX,Mon-Fri,75,55
R02159,Porto,Vigo,07:35,08:54,Italo,Sat-Sun,67,43
R02162,Portsmouth,Oxford,12:25,15:05,EuroCity,Mon-Fri,55,36
R02167,Portsmouth,Reading,13:20,15:53,EuroCity,Mon-Fri,71,47
R02170,Portsmouth,Southampton,13:05,14:46,Railjet,Sat-Sun,75,48
R02173,Potsdam,Berlin,17:00,20:34,RegioExpress,Fri-Sun,45,36
R02175,Potsdam,Dresden,15:10,19:43,RE,"Tue,Thu",60,44
R02176,Potsdam,Dresden,12:45,15:35,Italo,Daily,71,52
R02179,Poznań,Gdańsk,16:25,18:59,Intercités,Daily,70,46
R02182,Poznań,Gdynia,07:30,10:26,EuroCity,Mon-Fri,79,54
R02183,Poznań,Gdynia,09:45,10:53,Thalys,Mon-Fri,46,29
R02185,Poznań,Katowice,10:40,13:27,RegioExpress,"Mon,Wed,Fri",40,30
R02186,Poznań,Katowice,09:15,12:00,RJX,Mon-Fri,115,77
R02188,Poznań,Wrocław,19:10,21:19,IC,"Tue,Thu",42,30
R02189,Poznań,Wrocław,11:30,13:54,Railjet,"Tue,Thu",115,68
R02195,Prague,Krakow,05:55,07:32,InterCity,Fri-Sun,26,20
R02196,Prague,Krakow,05:55,08:08,RJX,Sat-Sun,85,58
R02198,Prague,Plzeň,17:55,21:21,InterCity,Sat-Sun,66,48
R02203,Prague,České Budějovice,08:40,11:38,Italo,Sat-Sun,108,73
R02204,Prague,České Budějovice,12:10,13:52,Thalys,Fri-Sun,69,46
R02206,Pécs,Debrecen,07:10,09:43,AVE,"Tue,Thu",97,60
R02209,Pécs,Ljubljana,12:40,15:52,Intercités,"Tue,Thu",77,53
R02210,Pécs,Ljubljana,10:05,12:43,Thalys,"Mon,Wed,Fri",97,61
R02212,Pécs,Maribor,08:10,12:39,TER,Fri-Sun,55,41
R02213,Pécs,Maribor,07:45,11:13,Intercités,Mon-Fri,72,53
R02215,Pécs,Szeged,10:35,13:29,InterCity,Sat-Sun,77,49
R02220,Ravenna,Forlì,19:35,21:54,TGV,Daily,99,64
R02224,Ravenna,Rimini,18:35,21:42,ICE,"Mon,Wed,Fri",107,78
R02226,Ravenna,Rome,05:50,09:14,InterCity,"Mon,Wed,Fri",67,45
R02227,Ravenna,Rome,05:25,09:49,RE,Mon-Fri,51,42
R02230,Reading,Brighton,19:50,22:17,ICE,Mon-Fri,99,61
R02231,Reading,Cork,12:20,14:24,Italo,Daily,84,61
R02232,Reading,Cork,12:20,14:16,Frecciarossa,Fri-Sun,75,52
R02236,Reading,Portsmouth,16:20,17:20,Railjet,Fri-Sun,51,36
R02241,Regensburg,Karlsruhe,07:15,11:38,RE,Mon-Fri,56,43
R02245,Regensburg,Nuremberg,14:10,16:56,ICE,"Tue,Thu",98,59
R02248,Regensburg,Stuttgart,17:00,18:29,Italo,Fri-Sun,55,41
R02250,Reggio Calabria,Brindisi,14:15,17:49,Railjet,Sat-Sun,127,80
R02254,Reggio Calabria,Messina,15:20,18:26,Railjet,Mon-Fri,90,66
R02255,Reggio Calabria,Palermo,13:00,15:29,Railjet,Sat-Sun,90,59
R02256,Reggio Calabria,Palermo,12:35,14:11,AVE,"Tue,Thu",83,55
R02259,Reggio Calabria,Taranto,09:40,11:42,RegioExpress,Daily,27,20
R02265,Reggio Emilia,Modena,14:45,16:14,AVE,Fri-Sun,38,26
R02266,Reggio Emilia,Parma,12:20,16:32,Intercités,Mon-Fri,93,67
R02277,Reims,Dijon,15:30,19:21,EuroCity,"Mon,Wed,Fri",105,77
R02280,Reims,Metz,13:50,16:47,Frecciarossa,Daily,113,75
R02281,Reims,Metz,15:30,17:55,InterCity,Sat-Sun,69,49
R02283,Reims,Strasbourg,13:45,17:28,IC,Daily,89,61
R02284,Reims,Strasbourg,15:10,17:14,Italo,"Mon,Wed,Fri",94,61
R02285,Rennes,Angers,09:35,12:31,RE,"Mon,Wed,Fri",45,37
R02286,Rennes,Angers,09:20,12:36,Eurostar,Daily,92,67
R02288,Rennes,Brest,15:05,16:38,RJX,"Tue,Thu",62,41
R02289,Rennes,Nantes,12:50,16:37,AVE,"Mon,Wed,Fri",135,86
R02290,Rennes,Nantes,17:05,21:36,TER,Mon-Fri,73,61
R02292,Rijeka,Maribor,05:35,06:49,Italo,Sat-Sun,74,45
R02293,Rijeka,Maribor,16:40,18:55,RE,Daily,46,35
R02295,Rijeka,Sarajevo,10:55,13:10,Thalys,"Mon,Wed,Fri",60,40
R02296,Rijeka,Sarajevo,14:10,16:52,IC,Sat-Sun,44,34
R02299,Rijeka,Split,15:15,18:35,RegioExpress,Daily,52,41
R02305,Rimini,Ancona,18:50,05:08 (+1d),Nightjet,"Tue,Thu",407,245
R02306,Rimini,Forlì,05:50,08:59,InterCity,"Mon,Wed,Fri",65,50
R02307,Rimini,Forlì,19:55,22:34,Eurostar,"Mon,Wed,Fri",96,65
R02310,Rimini,Perugia,18:25,20:23,EuroCity,"Tue,Thu",49,36
R02313,Rimini,Ravenna,15:10,16:32,Eurostar,Sat-Sun,40,29
R02314,Rome,Ferrara,13:10,14:54,Thalys,"Tue,Thu",63,41
R02315,Rome,Ferrara,09:35,13:00,IC,Mon-Fri,81,51
R02316,Rome,Florence,17:30,22:16,RegioExpress,"Tue,Thu",78,57
R02317,Rome,Florence,15:40,19:11,Intercités,Daily,76,50
R02320,Rome,L'Aquila,19:40,23:02,Eurostar,Fri-Sun,116,69
R02322,Rome,Milan,15:05,18:49,RJX,"Mon,Wed,Fri",101,62
R02323,Rome,Milan,08:35,12:05,ICE,Mon-Fri,92,66
R02326,Rome,Naples,05:55,10:41,RE,Daily,88,65
R02328,Rome,Ravenna,10:00,12:54,ICE,Fri-Sun,97,58
R02336,Rostock,Dresden,06:35,08:42,RegioExpress,Fri-Sun,26,21
R02337,Rostock,Dresden,05:15,06:13,Eurostar,Mon-Fri,38,28
R02338,Rostock,Hamburg,15:50,17:42,AVE,Fri-Sun,75,49
R02341,Rostock,Kiel,12:45,16:22,RE,"Tue,Thu",61,45
R02344,Rostock,Leipzig,17:55,20:44,Railjet,Fri-Sun,124,75
R02348,Rotterdam,Amsterdam,18:10,19:39,Italo,Fri-Sun,47,33
R02359,Rotterdam,Utrecht,18:15,20:06,AVE,Daily,64,38
R02361,Rouen,Amiens,08:45,10:40,TGV,Fri-Sun,73,47
R02367,Rouen,Paris,15:05,18:34,InterCity,Mon-Fri,107,72
R02368,Rouen,Paris,19:30,21:40,AVE,Mon-Fri,67,41
R02370,Rouen,Versailles,19:35,23:50,RegioExpress,"Tue,Thu",44,36
R02373,Salamanca,Burgos,14:05,15:55,ICE,"Tue,Thu",43,32
R02374,Salamanca,Burgos,06:05,07:23,Railjet,"Mon,Wed,Fri",63,38
R02377,Salamanca,Madrid,14:50,16:59,ICE,"Tue,Thu",52,39
R02378,Salamanca,Madrid,08:00,10:50,Italo,Mon-Fri,93,56
R02380,Salamanca,Toledo,11:40,13:54,IC,Daily,63,43
R02381,Salamanca,Toledo,14:05,16:49,Eurostar,Daily,88,54
R02384,Salamanca,Valladolid,13:40,17:21,IC,Fri-Sun,60,44
R02387,Salerno,Bari,17:55,20:01,RegioExpress,Sat-Sun,28,22
R02391,Salerno,Brindisi,10:35,12:26,Thalys,Mon-Fri,54,39
R02392,Salerno,Brindisi,15:05,17:36,AVE,Daily,82,50
R02396,Salerno,L'Aquila,06:55,09:05,TGV,Fri-Sun,74,44
R02398,Salerno,Naples,18:15,03:52 (+1d),Nightjet,Fri-Sun,321,167
R02399,Salerno,Naples,13:10,15:21,AVE,Sat-Sun,50,36
R02402,Salzburg,Graz,11:40,15:10,RE,Mon-Fri,59,49
R02405,Salzburg,Innsbruck,16:40,19:00,Thalys,Sat-Sun,92,58
R02406,Salzburg,Innsbruck,18:55,20:50,RJX,"Mon,Wed,Fri",86,54
R02408,Salzburg,Linz,06:00,09:12,ICE,Fri-Sun,106,70
R02412,Salzburg,Lugano,13:30,15:30,Frecciarossa,Sat-Sun,78,51
R02413,Salzburg,Lugano,15:25,17:28,ICE,"Mon,Wed,Fri",71,52
R02416,Salzburg,Munich,09:50,13:28,IC,Mon-Fri,77,56
R02418,Salzburg,Vienna,15:10,18:13,Railjet,Fri-Sun,122,90
R02425,San Sebastián,Pamplona,07:20,10:49,InterCity,Fri-Sun,95,72
R02432,Santander,A Coruña,13:25,16:21,AVE,"Tue,Thu",85,59
R02433,Santander,A Coruña,09:10,11:53,Eurostar,"Mon,Wed,Fri",88,63
R02435,Santander,Bilbao,15:40,18:46,Italo,"Tue,Thu",107,70
R02439,Santander,Oviedo,15:30,17:02,ICE,Daily,55,35
R02440,Santander,Oviedo,09:30,11:25,Railjet,Fri-Sun,79,49
R02442,Santander,San Sebastián,07:15,12:32,TER,"Mon,Wed,Fri",69,55
R02443,Santander,San Sebastián,14:00,15:41,RJX,Fri-Sun,54,34
R02445,Santiago de Compostela,A Coruña,13:05,15:19,AVE,Sat-Sun,76,54
R02446,Santiago de Compostela,Oviedo,13:00,15:00,EuroCity,Daily,44,29
R02447,Santiago de Compostela,Oviedo,10:25,13:51,Eurostar,Fri-Sun,122,74
R02449,Santiago de Compostela,Porto,14:15,16:11,EuroCity,"Tue,Thu",41,30
R02452,Santiago de Compostela,Vigo,07:35,11:12,RegioExpress,Sat-Sun,31,25
R02453,Santiago de Compostela,Vigo,18:15,20:03,RJX,Fri-Sun,72,48
R02454,Sarajevo,Belgrade,07:35,09:23,Intercités,Daily,45,29
R02455,Sarajevo,Belgrade,20:00,06:19 (+1d),Nightjet,Mon-Fri,271,158
R02457,Sarajevo,Mostar,20:50,05:19 (+1d),Nightjet,Mon-Fri,280,175
R02458,Sarajevo,Mostar,13:45,15:22,AVE,"Mon,Wed,Fri",59,35
R02461,Sarajevo,Rijeka,13:50,16:47,InterCity,"Mon,Wed,Fri",78,53
R02465,Sarajevo,Split,09:50,12:40,Eurostar,"Mon,Wed,Fri",84,53
R02468,Seville,Badajoz,12:20,15:51,RegioExpress,Mon-Fri,47,36
R02471,Seville,Cádiz,07:15,10:37,RegioExpress,Daily,38,30
R02472,Seville,Cádiz,14:30,16:08,AVE,Mon-Fri,69,46
R02474,Seville,Córdoba,18:35,20:20,Eurostar,"Mon,Wed,Fri",53,37
R02475,Seville,Córdoba,19:20,22:00,TER,Daily,40,32
R02480,Sheffield,Leeds,12:00,15:03,Intercités,Sat-Sun,89,60
R02481,Sheffield,Leeds,12:40,16:29,EuroCity,Sat-Sun,98,62
R02484,Sheffield,Liverpool,09:50,11:28,RJX,Sat-Sun,63,40
R02487,Sheffield,Newcastle,09:10,09:53,Railjet,Sat-Sun,43,28
R02488,Sheffield,Newcastle,09:40,12:40,TER,Daily,56,42
R02491,Sheffield,York,13:00,16:58,RE,"Tue,Thu",63,50
R02492,Sofia,Belgrade,07:55,10:45,TGV,Daily,122,78
R02493,Sofia,Belgrade,19:45,21:19,Railjet,Mon-Fri,54,39
R02496,Sofia,Bucharest,14:10,19:11,Frecciarossa,Daily,151,102
R02498,Sofia,Niš,15:05,17:31,IC,Fri-Sun,66,47
R02501,Sofia,Novi Sad,09:05,12:26,RegioExpress,"Tue,Thu",46,39
R02502,Sofia,Novi Sad,21:35,08:55 (+1d),Nightjet,Daily,420,223
R02504,Sofia,Plovdiv,14:10,16:34,IC,Sat-Sun,58,40
R02507,Sofia,Thessaloniki,08:45,11:57,EuroCity,Fri-Sun,72,51
R02508,Sofia,Thessaloniki,11:45,15:47,RE,Daily,53,43
R02510,Sofia,Varna,09:05,11:00,EuroCity,Fri-Sun,32,23
R02511,Sofia,Varna,14:05,17:40,RegioExpress,Fri-Sun,56,43
R02517,Sopot,Gdynia,17:30,20:21,TGV,"Tue,Thu",69,43
R02519,Sopot,Warsaw,12:10,15:00,Italo,Fri-Sun,87,52
R02526,Southampton,Brighton,19:25,22:32,AVE,Daily,114,74
R02527,Southampton,Brighton,19:25,22:15,Italo,Mon-Fri,88,63
R02530,Southampton,Cambridge,18:25,21:17,Frecciarossa,Daily,114,78
R02533,Southampton,Oxford,06:55,08:19,Railjet,Mon-Fri,58,41
R02537,Southampton,Portsmouth,20:50,06:20 (+1d),Nightjet,Sat-Sun,283,160
R02538,Southampton,Portsmouth,12:05,14:30,IC,Sat-Sun,52,35
R02541,Split,Mostar,11:20,14:18,TER,Fri-Sun,48,36
R02543,Split,Rijeka,19:35,22:23,TGV,Mon-Fri,96,69
R02544,Split,Rijeka,19:35,21:55,Intercités,"Tue,Thu",66,43
R02549,Split,Zagreb,15:40,17:26,RJX,"Tue,Thu",53,33
R02552,St. Gallen,Geneva,19:05,21:08,ICE,Mon-Fri,66,49
R02555,St. Gallen,Innsbruck,17:25,19:53,InterCity,"Mon,Wed,Fri",60,46
R02556,St. Gallen,Innsbruck,18:25,04:05 (+1d),Nightjet,Sat-Sun,313,186
R02558,St. Gallen,Lucerne,18:00,21:25,Frecciarossa,Sat-Sun,90,62
R02559,St. Gallen,Lugano,09:50,11:36,Railjet,"Tue,Thu",65,43
R02569,Stavanger,Tampere,16:45,19:54,RJX,Fri-Sun,147,93
R02570,Stavanger,Tampere,09:20,12:10,RegioExpress,Daily,31,25
R02571,Stavanger,Trondheim,06:05,09:01,AVE,Fri-Sun,99,59
R02579,Stockholm,Helsingborg,19:40,06:52 (+1d),Nightjet,"Mon,Wed,Fri",345,217
R02582,Stockholm,Malmö,17:00,21:07,RE,Sat-Sun,59,45
R02586,Stockholm,Uppsala,11:50,12:55,RJX,Sat-Sun,63,38
R02589,Stockholm,Örebro,08:45,10:55,RJX,Fri-Sun,58,43
R02592,Strasbourg,Basel,08:10,11:16,Thalys,Daily,144,86
R02595,Strasbourg,Dijon,17:05,20:54,RE,Mon-Fri,52,38
R02596,Strasbourg,Dijon,12:00,15:30,TER,Mon-Fri,58,46
R02604,Strasbourg,Paris,11:20,12:50,EuroCity,Daily,61,39
R02605,Strasbourg,Paris,14:30,16:17,AVE,Mon-Fri,46,29
R02609,Stuttgart,Karlsruhe,11:50,13:35,RJX,"Tue,Thu",89,54
R02611,Stuttgart,Mannheim,17:45,20:05,ICE,"Mon,Wed,Fri",95,65
R02614,Stuttgart,Nuremberg,05:40,08:10,Eurostar,"Mon,Wed,Fri",76,47
R02615,Stuttgart,Nuremberg,09:10,12:54,RegioExpress,Mon-Fri,53,42
R02621,Swansea,Bristol,05:10,07:07,Frecciarossa,"Tue,Thu",39,28
R02630,Swansea,Plymouth,13:55,16:31,AVE,Sat-Sun,92,68
R02631,Swansea,Plymouth,10:00,13:08,Frecciarossa,Mon-Fri,122,88
R02635,Szeged,Budapest,08:55,13:57,RegioExpress,"Tue,Thu",62,45
R02637,Szeged,Debrecen,19:00,21:56,RE,Daily,56,45
